song_title,artist_id_spotify,artist_name_spotify,artist_name_genius,song_date,song_filename
Bouff Daddy,2a0uxJgbvvIRI4GX8pYfcr,J Hus,J Hus,2017-05-12,Lyrics_JHus_BouffDaddy.json
Daily Duppy,2a0uxJgbvvIRI4GX8pYfcr,J Hus,J Hus,2015-05-21,Lyrics_JHus_DailyDuppy.json
Dark Vader,2a0uxJgbvvIRI4GX8pYfcr,J Hus,J Hus,2018-05-30,Lyrics_JHus_DarkVader.json
Did You See,2a0uxJgbvvIRI4GX8pYfcr,J Hus,J Hus,2017-03-02,Lyrics_JHus_DidYouSee.json
Disaster,2a0uxJgbvvIRI4GX8pYfcr,J Hus,Dave,2019-03-08,Lyrics_JHus_Disaster.json
Fisherman,2a0uxJgbvvIRI4GX8pYfcr,J Hus,J Hus,2017-05-12,Lyrics_JHus_Fisherman.json
Must Be,2a0uxJgbvvIRI4GX8pYfcr,J Hus,J Hus,2019-11-08,Lyrics_JHus_MustBe.json
Come and See Me,2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,PARTYNEXTDOOR,2016-03-20,Lyrics_PARTYNEXTDOOR_ComeandSeeMe.json
Just Might,2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,Summer Walker & PARTYNEXTDOOR,2019-10-04,Lyrics_PARTYNEXTDOOR_JustMight.json
Loyal,2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,PARTYNEXTDOOR,2019-11-22,Lyrics_PARTYNEXTDOOR_Loyal.json
Not Nice,2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,PARTYNEXTDOOR,2016-07-21,Lyrics_PARTYNEXTDOOR_NotNice.json
Recognize,2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,PARTYNEXTDOOR,2014-07-14,Lyrics_PARTYNEXTDOOR_Recognize.json
The News,2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,PARTYNEXTDOOR,2019-11-22,Lyrics_PARTYNEXTDOOR_TheNews.json
Big For Your Boots,2SrSdSvpminqmStGELCSNd,Stormzy,Stormzy,2017-02-03,Lyrics_Stormzy_BigForYourBoots.json
Own It,2SrSdSvpminqmStGELCSNd,Stormzy,Stormzy,2019-11-22,Lyrics_Stormzy_OwnIt.json
Shut Up,2SrSdSvpminqmStGELCSNd,Stormzy,Stormzy,2015-05-17,Lyrics_Stormzy_ShutUp.json
Vossi Bop,2SrSdSvpminqmStGELCSNd,Stormzy,Stormzy,2019-04-26,Lyrics_Stormzy_VossiBop.json
Wiley Flow,2SrSdSvpminqmStGELCSNd,Stormzy,Stormzy,2019-09-15,Lyrics_Stormzy_WileyFlow.json
Alone,6Ip8FS7vWT1uKkJSweANQK,Dave,Dave East,2019-10-04,Lyrics_DaveEast_Alone.json
Everyday,6Ip8FS7vWT1uKkJSweANQK,Dave,Dave East,2019-08-02,Lyrics_DaveEast_Everyday.json
Perfect,6Ip8FS7vWT1uKkJSweANQK,Dave,Dave East,2017-07-28,Lyrics_DaveEast_Perfect.json
Phone Jumpin,6Ip8FS7vWT1uKkJSweANQK,Dave,Dave East,2017-08-18,Lyrics_DaveEast_PhoneJumpin.json
Seventeen,6Ip8FS7vWT1uKkJSweANQK,Dave,Dave East,2019-11-07,Lyrics_DaveEast_Seventeen.json
Contradiction,6Ip8FS7vWT1uKkJSweANQK,Dave,Dave From Work,,Lyrics_DavefromWork_Contradiction.json
Daytona Triumph 675,6Ip8FS7vWT1uKkJSweANQK,Dave,Dave From Work,,Lyrics_DavefromWork_DaytonaTriumph675.json
Hurt Itself,6Ip8FS7vWT1uKkJSweANQK,Dave,Dave From Work,,Lyrics_DavefromWork_HurtItself.json
In It’s Confusion,6Ip8FS7vWT1uKkJSweANQK,Dave,Dave From Work,,Lyrics_DavefromWork_InItsConfusion.json
London’s Bridge,6Ip8FS7vWT1uKkJSweANQK,Dave,Dave From Work,,Lyrics_DavefromWork_LondonsBridge.json
My Garden,6Ip8FS7vWT1uKkJSweANQK,Dave,Dave From Work,,Lyrics_DavefromWork_MyGarden.json
Disaster,6Ip8FS7vWT1uKkJSweANQK,Dave,Dave,2019-03-08,Lyrics_Dave_Disaster.json
Funky Friday,6Ip8FS7vWT1uKkJSweANQK,Dave,Dave,2018-10-04,Lyrics_Dave_FunkyFriday.json
No Words,6Ip8FS7vWT1uKkJSweANQK,Dave,Dave,2017-11-03,Lyrics_Dave_NoWords.json
Screwface Capital,6Ip8FS7vWT1uKkJSweANQK,Dave,Dave,2019-03-08,Lyrics_Dave_ScrewfaceCapital.json
Thiago Silva,6Ip8FS7vWT1uKkJSweANQK,Dave,Dave,2016-05-13,Lyrics_Dave_ThiagoSilva.json
Gangsta,4QSTyDpxsKmv3UfavVUImR,Darkoo,Darkoo (UK),2019-11-07,Lyrics_Darkoo_Gangsta.json
Buss Down,26XzvosH2cl8Re6KSo9m8Z,ZieZie,Aitch,2019-09-02,Lyrics_ZieZie_BussDown.json
Fine Girl,26XzvosH2cl8Re6KSo9m8Z,ZieZie,ZieZie,2018-03-28,Lyrics_ZieZie_FineGirl.json
Hello,26XzvosH2cl8Re6KSo9m8Z,ZieZie,ZIEZIE & Adestp & scratch,2017-08-16,Lyrics_ZieZie_Hello.json
Mingle,26XzvosH2cl8Re6KSo9m8Z,ZieZie,ZIEZIE & Adestp,2017-06-14,Lyrics_ZieZie_Mingle.json
Persian,26XzvosH2cl8Re6KSo9m8Z,ZieZie,ZieZie,2019-06-20,Lyrics_ZieZie_Persian.json
FeRRis WhEEL,2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,Tory Lanez,2018-10-26,Lyrics_ToryLanez_FeRRisWhEEL.json
Forever,2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,Tory Lanez,2019-07-19,Lyrics_ToryLanez_Forever.json
Freaky,2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,Tory Lanez,2019-03-15,Lyrics_ToryLanez_Freaky.json
Jerry Sprunger,2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,Tory Lanez & T-Pain,2019-11-08,Lyrics_ToryLanez_JerrySprunger.json
Yessirr,2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,Tory Lanez,2019-11-15,Lyrics_ToryLanez_Yessirr.json
Again,6M6XXCcO5gI68XpIlrUL3Z,Young T & Bugsey,Young T & Bugsey,2019-04-11,Lyrics_YoungTBugsey_Again.json
Ay Caramba,6M6XXCcO5gI68XpIlrUL3Z,Young T & Bugsey,Stay Flee Get Lizzy,2018-07-26,Lyrics_YoungTBugsey_AyCaramba.json
Favourite Girl,6M6XXCcO5gI68XpIlrUL3Z,Young T & Bugsey,D-Block Europe,2018-02-22,Lyrics_YoungTBugsey_FavouriteGirl.json
Living Gravy,6M6XXCcO5gI68XpIlrUL3Z,Young T & Bugsey,Young T & Bugsey,2018-12-05,Lyrics_YoungTBugsey_LivingGravy.json
Strike A Pose,6M6XXCcO5gI68XpIlrUL3Z,Young T & Bugsey,Young T & Bugsey,2019-06-06,Lyrics_YoungTBugsey_StrikeAPose.json
Baba,5vfmmb3UHpuQWJ55JP9slk,Geko,Geko,2015-10-28,Lyrics_Geko_Baba.json
Bipolar,5vfmmb3UHpuQWJ55JP9slk,Geko,Sneakbo & Geko,2017-03-11,Lyrics_Geko_Bipolar.json
Don Daddy,5vfmmb3UHpuQWJ55JP9slk,Geko,Geko,2019-02-15,Lyrics_Geko_DonDaddy.json
Ghetto Queen,5vfmmb3UHpuQWJ55JP9slk,Geko,Geko,2015-04-27,Lyrics_Geko_GhettoQueen.json
Hey Mama,5vfmmb3UHpuQWJ55JP9slk,Geko,Geko,2019-07-04,Lyrics_Geko_HeyMama.json
2 Many,2jItxZsB8PA3vday7b0RLT,Poundz,KBF,2018-02-20,Lyrics_Poundz_2Many.json
Aluminum Bat,2jItxZsB8PA3vday7b0RLT,Poundz,Jarren Benton,2016-06-22,Lyrics_Poundz_AluminumBat.json
Golden Child,2jItxZsB8PA3vday7b0RLT,Poundz,Poundz,2018-06-27,Lyrics_Poundz_GoldenChild.json
How Many Times?,2jItxZsB8PA3vday7b0RLT,Poundz,Poundz (UK),2019-02-21,Lyrics_Poundz_HowManyTimes.json
SkengBop,2jItxZsB8PA3vday7b0RLT,Poundz,Poundz (UK),2019-01-06,Lyrics_Poundz_SkengBop.json
Big Sticks,3rbtPd0NcvhO2AzMfzx90z,Fredo,Fredo Bang,2019-04-19,Lyrics_FredoBang_BigSticks.json
Face Down,3rbtPd0NcvhO2AzMfzx90z,Fredo,Fredo Bang,2019-10-04,Lyrics_FredoBang_FaceDown.json
Father,3rbtPd0NcvhO2AzMfzx90z,Fredo,Fredo Bang,2018-06-15,Lyrics_FredoBang_Father.json
Kill Ya,3rbtPd0NcvhO2AzMfzx90z,Fredo,Fredo Bang,2018-10-19,Lyrics_FredoBang_KillYa.json
Oouuh,3rbtPd0NcvhO2AzMfzx90z,Fredo,Fredo Bang,2018-07-13,Lyrics_FredoBang_Oouuh.json
2 Cups,3rbtPd0NcvhO2AzMfzx90z,Fredo,Fredo Santana,2016-07-04,Lyrics_Fredo_2Cups.json
Ay Caramba,3rbtPd0NcvhO2AzMfzx90z,Fredo,Stay Flee Get Lizzy,2018-07-26,Lyrics_Fredo_AyCaramba.json
Funky Friday,3rbtPd0NcvhO2AzMfzx90z,Fredo,Dave,2018-10-04,Lyrics_Fredo_FunkyFriday.json
All In,0T2sGLJKge2eaFmZJxX7sq,Wretch 32,Wretch 32,2019-10-20,Lyrics_Wretch32_AllIn.json
Burn,0T2sGLJKge2eaFmZJxX7sq,Wretch 32,Wretch 32 & Ghetts,2019-10-18,Lyrics_Wretch32_Burn.json
Punctuation,0T2sGLJKge2eaFmZJxX7sq,Wretch 32,Wretch 32,2007-01-01,Lyrics_Wretch32_Punctuation.json
Spin Around,0T2sGLJKge2eaFmZJxX7sq,Wretch 32,Wretch 32,2019-09-11,Lyrics_Wretch32_SpinAround.json
Tell Me,0T2sGLJKge2eaFmZJxX7sq,Wretch 32,Wretch 32,2017-09-25,Lyrics_Wretch32_TellMe.json
COMO UN BEBÉ,4TAoP0f9OuWZUesao43xUW,Mr Eazi,J Balvin & Bad Bunny,2019-06-28,Lyrics_MrEazi_COMOUNBEB.json
Doyin,4TAoP0f9OuWZUesao43xUW,Mr Eazi,Mr Eazi,2019-08-23,Lyrics_MrEazi_Doyin.json
KEYS TO THE KINGDOM,4TAoP0f9OuWZUesao43xUW,Mr Eazi,Tiwa Savage & Mr. Eazi,2019-07-19,Lyrics_MrEazi_KEYSTOTHEKINGDOM.json
Miss You Bad,4TAoP0f9OuWZUesao43xUW,Mr Eazi,Mr Eazi,2018-11-09,Lyrics_MrEazi_MissYouBad.json
Tony Montana,4TAoP0f9OuWZUesao43xUW,Mr Eazi,Mr Eazi & Tyga,2019-11-20,Lyrics_MrEazi_TonyMontana.json
Cash Train,4PCeJ2EIn3YtzYYRsHHWyy,GRM Daily,GRM Daily,2019-11-21,Lyrics_GRMDaily_CashTrain.json
Green Light,4PCeJ2EIn3YtzYYRsHHWyy,GRM Daily,GRM Daily,2018-11-29,Lyrics_GRMDaily_GreenLight.json
It’s All Love,4PCeJ2EIn3YtzYYRsHHWyy,GRM Daily,GRM Daily,,Lyrics_GRMDaily_ItsAllLove.json
One More Night,4PCeJ2EIn3YtzYYRsHHWyy,GRM Daily,GRM Daily,2019-07-09,Lyrics_GRMDaily_OneMoreNight.json
YRF,4PCeJ2EIn3YtzYYRsHHWyy,GRM Daily,GRM Daily,2017-12-14,Lyrics_GRMDaily_YRF.json
Big Booty,181bsRPaVXVlUKXrxwZfHK,Megan Thee Stallion,Gucci Mane,2019-10-04,Lyrics_MeganTheeStallion_BigBooty.json
Big Ole Freak,181bsRPaVXVlUKXrxwZfHK,Megan Thee Stallion,Megan Thee Stallion,2018-06-11,Lyrics_MeganTheeStallion_BigOleFreak.json
Cash Shit,181bsRPaVXVlUKXrxwZfHK,Megan Thee Stallion,Megan Thee Stallion,2019-05-17,Lyrics_MeganTheeStallion_CashShit.json
Sex Talk,181bsRPaVXVlUKXrxwZfHK,Megan Thee Stallion,Megan Thee Stallion,2019-03-22,Lyrics_MeganTheeStallion_SexTalk.json
Simon Says,181bsRPaVXVlUKXrxwZfHK,Megan Thee Stallion,Megan Thee Stallion,2019-05-17,Lyrics_MeganTheeStallion_SimonSays.json
BABY,3S0tlB4fE7ChxI2pWz8Xip,Giggs,Giggs,2019-02-22,Lyrics_Giggs_BABY.json
Linguo,3S0tlB4fE7ChxI2pWz8Xip,Giggs,Giggs,2017-10-06,Lyrics_Giggs_Linguo.json
Lock Doh,3S0tlB4fE7ChxI2pWz8Xip,Giggs,Giggs,2016-08-05,Lyrics_Giggs_LockDoh.json
Peligro,3S0tlB4fE7ChxI2pWz8Xip,Giggs,Giggs,2017-10-06,Lyrics_Giggs_Peligro.json
Where & When,3S0tlB4fE7ChxI2pWz8Xip,Giggs,P Money,2019-05-09,Lyrics_Giggs_WhereWhen.json
Cocktail,5AbLpsnTQVNB3OEadYiVrK,Yxng Bane,Yxng Bane & D-Block Europe,2018-07-20,Lyrics_YxngBane_Cocktail.json
Fake Love,5AbLpsnTQVNB3OEadYiVrK,Yxng Bane,Nafe Smallz,2019-06-21,Lyrics_YxngBane_FakeLove.json
How It Is,5AbLpsnTQVNB3OEadYiVrK,Yxng Bane,The Plug,2019-02-28,Lyrics_YxngBane_HowItIs.json
Rihanna,5AbLpsnTQVNB3OEadYiVrK,Yxng Bane,Yxng Bane,2017-08-18,Lyrics_YxngBane_Rihanna.json
Vroom,5AbLpsnTQVNB3OEadYiVrK,Yxng Bane,Yxng Bane,2018-03-15,Lyrics_YxngBane_Vroom.json
Blue Lights,1CoZyIx7UvdxT5c8UkMzHd,Jorja Smith,Jorja Smith,2016-01-19,Lyrics_JorjaSmith_BlueLights.json
February 3rd,1CoZyIx7UvdxT5c8UkMzHd,Jorja Smith,Jorja Smith,2018-05-25,Lyrics_JorjaSmith_February3rd.json
I Am,1CoZyIx7UvdxT5c8UkMzHd,Jorja Smith,Jorja Smith,2018-02-09,Lyrics_JorjaSmith_IAm.json
On My Mind,1CoZyIx7UvdxT5c8UkMzHd,Jorja Smith,Jorja Smith,2017-08-24,Lyrics_JorjaSmith_OnMyMind.json
Where Did I Go?,1CoZyIx7UvdxT5c8UkMzHd,Jorja Smith,Jorja Smith,2016-05-23,Lyrics_JorjaSmith_WhereDidIGo.json
Beneath the Glow,6QNL63YF6rLawrWWhrrhYI,Jesse James Solomon,Jesse James Solomon,2018-05-25,Lyrics_JesseJamesSolomon_BeneaththeGlow.json
Elixir,6QNL63YF6rLawrWWhrrhYI,Jesse James Solomon,Wiki,2018-12-06,Lyrics_JesseJamesSolomon_Elixir.json
I Hope You Knew,6QNL63YF6rLawrWWhrrhYI,Jesse James Solomon,Jesse James Solomon,2017-05-17,Lyrics_JesseJamesSolomon_IHopeYouKnew.json
The Ride Home,6QNL63YF6rLawrWWhrrhYI,Jesse James Solomon,Jesse James Solomon,2015-08-23,Lyrics_JesseJamesSolomon_TheRideHome.json
Under the Sun,6QNL63YF6rLawrWWhrrhYI,Jesse James Solomon,Jesse James Solomon,2018-05-25,Lyrics_JesseJamesSolomon_UndertheSun.json
Answerphone,2uFC1dAj5b0YU7vulKNZ0p,Banx & Ranx,Banx & Ranx & Ella Eyre,2018-03-16,Lyrics_BanxRanx_Answerphone.json
Lit,2uFC1dAj5b0YU7vulKNZ0p,Banx & Ranx,Banx & Ranx,2017-03-07,Lyrics_BanxRanx_Lit.json
Mama,2uFC1dAj5b0YU7vulKNZ0p,Banx & Ranx,Ella Eyre & Banx & Ranx,2019-08-09,Lyrics_BanxRanx_Mama.json
Speaker,2uFC1dAj5b0YU7vulKNZ0p,Banx & Ranx,Banx & Ranx,2019-04-05,Lyrics_BanxRanx_Speaker.json
The Reason Why,2uFC1dAj5b0YU7vulKNZ0p,Banx & Ranx,"JP Cooper, Stefflon Don & Banx & Ranx",2019-10-24,Lyrics_BanxRanx_TheReasonWhy.json
Friday,47rT8CoKTbr0S945AGgATQ,DigDat,Kenny Allstar,2019-07-04,Lyrics_DigDat_Friday.json
Guten Tag,47rT8CoKTbr0S945AGgATQ,DigDat,Hardy Caprio,2019-05-02,Lyrics_DigDat_GutenTag.json
New Dior,47rT8CoKTbr0S945AGgATQ,DigDat,DigDat,2019-11-21,Lyrics_DigDat_NewDior.json
No Cap,47rT8CoKTbr0S945AGgATQ,DigDat,DigDat,2019-02-14,Lyrics_DigDat_NoCap.json
Sales & Joints,47rT8CoKTbr0S945AGgATQ,DigDat,DigDat,2018-04-06,Lyrics_DigDat_SalesJoints.json
Change,7nwUxFqqeyUzyYaS7D9lw8,Alz X 38,38 x Alz (YMN),2019-08-25,Lyrics_AlzX38_Change.json
Grab the Habad,7nwUxFqqeyUzyYaS7D9lw8,Alz X 38,38 x Alz (YMN),2019-06-16,Lyrics_AlzX38_GrabtheHabad.json
Snakes,7nwUxFqqeyUzyYaS7D9lw8,Alz X 38,38 x Alz (YMN),2019-07-21,Lyrics_AlzX38_Snakes.json
By Your Side,39YXk0KLGQwWNHIAkrQngR,169,Tyrell 169,2018-05-04,Lyrics_169_ByYourSide.json
Dreams,39YXk0KLGQwWNHIAkrQngR,169,Tyrell 169,2018-05-04,Lyrics_169_Dreams.json
Gone,39YXk0KLGQwWNHIAkrQngR,169,Tyrell 169,2017-12-07,Lyrics_169_Gone.json
Got You,39YXk0KLGQwWNHIAkrQngR,169,Tyrell 169,2018-04-06,Lyrics_169_GotYou.json
Squeeze,39YXk0KLGQwWNHIAkrQngR,169,Tyrell 169,2018-05-04,Lyrics_169_Squeeze.json
​goosebumps,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,Travis Scott,2016-09-02,Lyrics_TravisScott_goosebumps.json
HIGHEST IN THE ROOM,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,Travis Scott,2019-10-04,Lyrics_TravisScott_HIGHESTINTHEROOM.json
Hot (Remix),0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,Young Thug,2019-10-31,Lyrics_TravisScott_HotRemixfeatGunnaandTravisScott.json
SICKO MODE,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,Travis Scott,2018-08-03,Lyrics_TravisScott_SICKOMODE.json
STARGAZING,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,Travis Scott,2018-08-03,Lyrics_TravisScott_STARGAZING.json
The London,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,Young Thug,2019-05-23,Lyrics_TravisScott_TheLondon.json
WAKE UP,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,Travis Scott,2018-08-03,Lyrics_TravisScott_WAKEUP.json
YOSEMITE,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,Travis Scott,2018-08-03,Lyrics_TravisScott_YOSEMITE.json
HOMEOWNER,6yHCZvDqNVBqV5v0w7a3W1,INFAMOUSIZAK,INFAMOUSIZAK,2019-02-28,Lyrics_INFAMOUSIZAK_HOMEOWNER.json
PUBLIC ENEMY,6yHCZvDqNVBqV5v0w7a3W1,INFAMOUSIZAK,INFAMOUSIZAK,2019-08-09,Lyrics_INFAMOUSIZAK_PUBLICENEMY.json
2 Cups,2oZq6t5DkE2BdGbD6x8RXh,Stay Flee Get Lizzy,"Stay Flee Get Lizzy, Tory Lanez, Fredo & Popcaan",2019-09-25,Lyrics_StayFleeGetLizzy_2Cups.json
Ay Caramba,2oZq6t5DkE2BdGbD6x8RXh,Stay Flee Get Lizzy,Stay Flee Get Lizzy,2018-07-26,Lyrics_StayFleeGetLizzy_AyCaramba.json
Love Of The Lizzy,2oZq6t5DkE2BdGbD6x8RXh,Stay Flee Get Lizzy,Stay Flee Get Lizzy,2019-09-02,Lyrics_StayFleeGetLizzy_LoveOfTheLizzy.json
Make It Home,2oZq6t5DkE2BdGbD6x8RXh,Stay Flee Get Lizzy,Stay Flee Get Lizzy,2019-09-19,Lyrics_StayFleeGetLizzy_MakeItHome.json
1942,1VeOsE6gNwoBsIAinCAb3l,Hitmaka,G-Eazy,2018-04-13,Lyrics_Hitmaka_1942.json
Bounce Back,1VeOsE6gNwoBsIAinCAb3l,Hitmaka,Big Sean,2016-10-31,Lyrics_Hitmaka_BounceBack.json
Buy a Heart,1VeOsE6gNwoBsIAinCAb3l,Hitmaka,Nicki Minaj,2014-12-12,Lyrics_Hitmaka_BuyaHeart.json
Dangerous,1VeOsE6gNwoBsIAinCAb3l,Hitmaka,Meek Mill,2018-07-06,Lyrics_Hitmaka_Dangerous.json
Thot Box,1VeOsE6gNwoBsIAinCAb3l,Hitmaka,Hitmaka,2019-09-06,Lyrics_Hitmaka_ThotBox.json
6:30,31Ua7zSTJxegjyd49ujbSA,NSG,Geko & NSG,2018-05-24,Lyrics_NSG_630.json
Options,31Ua7zSTJxegjyd49ujbSA,NSG,NSG,2018-11-29,Lyrics_NSG_Options.json
OT Bop,31Ua7zSTJxegjyd49ujbSA,NSG,NSG,2019-05-23,Lyrics_NSG_OTBop.json
Palava,31Ua7zSTJxegjyd49ujbSA,NSG,NSG,2017-04-13,Lyrics_NSG_Palava.json
Trust Issues,31Ua7zSTJxegjyd49ujbSA,NSG,NSG,2019-10-03,Lyrics_NSG_TrustIssues.json
In Charge,1LKo6ZA3RNvKtLa6zDu32S,Kranium,Kranium,2019-10-10,Lyrics_Kranium_InCharge.json
Just The Style,1LKo6ZA3RNvKtLa6zDu32S,Kranium,Kranium,2019-03-01,Lyrics_Kranium_JustTheStyle.json
My One,1LKo6ZA3RNvKtLa6zDu32S,Kranium,Wiley,2019-07-05,Lyrics_Kranium_MyOne.json
So Me Move,1LKo6ZA3RNvKtLa6zDu32S,Kranium,Kranium,2019-07-12,Lyrics_Kranium_SoMeMove.json
We Can,1LKo6ZA3RNvKtLa6zDu32S,Kranium,Kranium,2016-08-08,Lyrics_Kranium_WeCan.json
Better Than The Rest,6bwkMlweHsBCpI2a0C5nnN,D Double E,D Double E,2017-12-08,Lyrics_DDoubleE_BetterThanTheRest.json
Frontline,6bwkMlweHsBCpI2a0C5nnN,D Double E,D Double E,,Lyrics_DDoubleE_Frontline.json
Lyrical Hypnosis,6bwkMlweHsBCpI2a0C5nnN,D Double E,D Double E,2018-08-31,Lyrics_DDoubleE_LyricalHypnosis.json
Street Fighter Riddim,6bwkMlweHsBCpI2a0C5nnN,D Double E,D Double E,,Lyrics_DDoubleE_StreetFighterRiddim.json
Where Do We Come From?,6bwkMlweHsBCpI2a0C5nnN,D Double E,D Double E,2019-11-06,Lyrics_DDoubleE_WhereDoWeComeFrom.json
Pattern Chanel,614pUgg0icXBdn6M0OPER5,ESSIE GANG,ESSIE GANG,2019-11-15,Lyrics_ESSIEGANG_PatternChanel.json
Birds,491U1PrV1EoQuhM0aUCn9r,M Huncho,M Huncho,2019-03-07,Lyrics_MHuncho_Birds.json
Mad About Bars,491U1PrV1EoQuhM0aUCn9r,M Huncho,M Huncho,2017-04-23,Lyrics_MHuncho_MadAboutBars.json
Ocho Cinco,491U1PrV1EoQuhM0aUCn9r,M Huncho,M Huncho,2019-03-28,Lyrics_MHuncho_OchoCinco.json
Rock Bottom,491U1PrV1EoQuhM0aUCn9r,M Huncho,M Huncho,2019-04-12,Lyrics_MHuncho_RockBottom.json
Thumb,491U1PrV1EoQuhM0aUCn9r,M Huncho,M Huncho,2019-10-31,Lyrics_MHuncho_Thumb.json
Can’t Lose,3NRpcByltnHx7oZxWbg8Lt,BenjiFlow,BenjiFlow,2019-05-22,Lyrics_BenjiFlow_Cantlose.json
Deep End,3NRpcByltnHx7oZxWbg8Lt,BenjiFlow,BenjiFlow,2018-10-31,Lyrics_BenjiFlow_DeepEnd.json
Goodnight Sweetheart,3NRpcByltnHx7oZxWbg8Lt,BenjiFlow,Ji Nilsson,2017-08-25,Lyrics_BenjiFlow_GoodnightSweetheart.json
Journey,3NRpcByltnHx7oZxWbg8Lt,BenjiFlow,Sipprell,2016-11-04,Lyrics_BenjiFlow_Journey.json
Somebody,3NRpcByltnHx7oZxWbg8Lt,BenjiFlow,BenjiFlow,2019-11-14,Lyrics_BenjiFlow_Somebody.json
3 Wheel-Ups,5wfMJ2PgaKgroRIcXB5Ck6,Swifta Beater,Kano,2016-03-04,Lyrics_SwiftaBeater_3Wheel-Ups.json
Balloon Tune,5wfMJ2PgaKgroRIcXB5Ck6,Swifta Beater,Tom Zanetti,,Lyrics_SwiftaBeater_BalloonTune.json
Cold,5wfMJ2PgaKgroRIcXB5Ck6,Swifta Beater,Stormzy,2017-02-24,Lyrics_SwiftaBeater_Cold.json
Man Don’t Care,5wfMJ2PgaKgroRIcXB5Ck6,Swifta Beater,Jme,2015-05-04,Lyrics_SwiftaBeater_ManDontCare.json
Man Don’t Dance,5wfMJ2PgaKgroRIcXB5Ck6,Swifta Beater,Big Shaq,2018-05-17,Lyrics_SwiftaBeater_ManDontDance.json
Breaking News,5KKpBU5eC2tJDzf0wmlRp2,RAYE,Louis The Child,2018-10-24,Lyrics_RAYE_BreakingNews.json
Cigarette,5KKpBU5eC2tJDzf0wmlRp2,RAYE,"RAYE, Mabel & Stefflon Don",2018-02-22,Lyrics_RAYE_Cigarette.json
Confidence,5KKpBU5eC2tJDzf0wmlRp2,RAYE,RAYE,2018-05-04,Lyrics_RAYE_Confidence.json
Decline,5KKpBU5eC2tJDzf0wmlRp2,RAYE,RAYE,2017-11-03,Lyrics_RAYE_Decline.json
Tipsy,5KKpBU5eC2tJDzf0wmlRp2,RAYE,Odunsi (The Engine),2019-02-07,Lyrics_RAYE_Tipsy.json
King,4BiG83KS9YKZsNAvtmmjiV,James BKS,Booba,2008-11-24,Lyrics_JamesBKS_King.json
New Breed,4BiG83KS9YKZsNAvtmmjiV,James BKS,James BKS,2019-11-15,Lyrics_JamesBKS_NewBreed.json
First Time,31lnFZEM6ysvjOx59VyxRE,Krept & Konan,Krept & Konan,2019-11-01,Lyrics_KreptKonan_FirstTime.json
Freak of the Week,31lnFZEM6ysvjOx59VyxRE,Krept & Konan,Krept & Konan,2015-05-05,Lyrics_KreptKonan_FreakoftheWeek.json
Keep Talking,31lnFZEM6ysvjOx59VyxRE,Krept & Konan,Krept & Konan,2019-11-01,Lyrics_KreptKonan_KeepTalking.json
Salaam,31lnFZEM6ysvjOx59VyxRE,Krept & Konan,Krept & Konan,2019-11-01,Lyrics_KreptKonan_Salaam.json
Tell Me,31lnFZEM6ysvjOx59VyxRE,Krept & Konan,Krept & Konan,2019-10-31,Lyrics_KreptKonan_TellMe.json
Confidence,24HNTbd7Y2qVOCyzIosYi9,Nana Rogues,RAYE,2018-05-04,Lyrics_NanaRogues_Confidence.json
Girls Like,24HNTbd7Y2qVOCyzIosYi9,Nana Rogues,Tinie Tempah,2016-02-26,Lyrics_NanaRogues_GirlsLike.json
I Don’t Know,24HNTbd7Y2qVOCyzIosYi9,Nana Rogues,Nana Rogues & Emeli Sandé,2019-08-23,Lyrics_NanaRogues_IDontKnow.json
Passionfruit,24HNTbd7Y2qVOCyzIosYi9,Nana Rogues,Drake,2017-03-18,Lyrics_NanaRogues_Passionfruit.json
To The Max,24HNTbd7Y2qVOCyzIosYi9,Nana Rogues,Nana Rogues,2018-08-25,Lyrics_NanaRogues_ToTheMax.json
Action,0CkbPVBpOwwz9NPPglFKyq,RAY BLK,Ray BLK,2019-11-07,Lyrics_RAYBLK_Action.json
Chill Out,0CkbPVBpOwwz9NPPglFKyq,RAY BLK,Ray BLK,2016-09-28,Lyrics_RAYBLK_ChillOut.json
My Hood,0CkbPVBpOwwz9NPPglFKyq,RAY BLK,Ray BLK,2016-05-27,Lyrics_RAYBLK_MyHood.json
