song_title,artist_id_spotify,artist_name_spotify,artist_name_genius,song_date,song_filename
Keep You,5xi3SZpllRPAkoPVbjB6nc,JLS,JLS,2009-11-09,Lyrics_JLS_KeepYou.json
One Shot,5xi3SZpllRPAkoPVbjB6nc,JLS,JLS,2010-02-21,Lyrics_JLS_OneShot.json
Take a Chance on Me,5xi3SZpllRPAkoPVbjB6nc,JLS,JLS,2011-11-04,Lyrics_JLS_TakeaChanceonMe.json
American Boy,5T0MSzX9RC5NA6gAI6irSn,Estelle,Estelle,2008-03-31,Lyrics_Estelle_AmericanBoy.json
Come Over,5T0MSzX9RC5NA6gAI6irSn,Estelle,Estelle,2008-03-31,Lyrics_Estelle_ComeOver.json
Freak,5T0MSzX9RC5NA6gAI6irSn,Estelle,Estelle,2012-03-13,Lyrics_Estelle_Freak.json
Love Like Ours,5T0MSzX9RC5NA6gAI6irSn,Estelle,Estelle,2017-06-05,Lyrics_Estelle_LoveLikeOurs.json
So Easy,5T0MSzX9RC5NA6gAI6irSn,Estelle,Estelle,2018-08-24,Lyrics_Estelle_SoEasy.json
Candy,36zRgSVKdXdHWMZYjRg515,Aggro Santos,Aggro Santos,,Lyrics_AggroSantos_Candy.json
Free Yard,36zRgSVKdXdHWMZYjRg515,Aggro Santos,Aggro Santos,,Lyrics_AggroSantos_FreeYard.json
Like U Like,36zRgSVKdXdHWMZYjRg515,Aggro Santos,Aggro Santos,,Lyrics_AggroSantos_LikeULike.json
Red Lips,36zRgSVKdXdHWMZYjRg515,Aggro Santos,Aggro Santos,2015-07-10,Lyrics_AggroSantos_RedLips.json
Saint or Sinner,36zRgSVKdXdHWMZYjRg515,Aggro Santos,Aggro Santos,,Lyrics_AggroSantos_SaintorSinner.json
Stamina,36zRgSVKdXdHWMZYjRg515,Aggro Santos,Aggro Santos,,Lyrics_AggroSantos_Stamina.json
Always Late,2ajhZ7EA6Dec0kaWiKCApF,Rizzle Kicks,Rizzle Kicks,2016-06-16,Lyrics_RizzleKicks_AlwaysLate.json
Dreamers,2ajhZ7EA6Dec0kaWiKCApF,Rizzle Kicks,Rizzle Kicks,2011-10-28,Lyrics_RizzleKicks_Dreamers.json
Miss Cigarette,2ajhZ7EA6Dec0kaWiKCApF,Rizzle Kicks,Rizzle Kicks,2011-10-31,Lyrics_RizzleKicks_MissCigarette.json
Tell Her,2ajhZ7EA6Dec0kaWiKCApF,Rizzle Kicks,Rizzle Kicks,2014-07-16,Lyrics_RizzleKicks_TellHer.json
When I Was A Youngster,2ajhZ7EA6Dec0kaWiKCApF,Rizzle Kicks,Rizzle Kicks,2011-10-21,Lyrics_RizzleKicks_WhenIWasAYoungster.json
All Goes Wrong,3jNkaOXasoc7RsxdchvEVq,Chase & Status,Chase & Status,2016-09-22,Lyrics_ChaseStatus_AllGoesWrong.json
Hitz,3jNkaOXasoc7RsxdchvEVq,Chase & Status,Chase & Status,2011-07-17,Lyrics_ChaseStatus_Hitz.json
Murder Music,3jNkaOXasoc7RsxdchvEVq,Chase & Status,Chase & Status,2019-05-22,Lyrics_ChaseStatus_MurderMusic.json
No Problem,3jNkaOXasoc7RsxdchvEVq,Chase & Status,Chase & Status,,Lyrics_ChaseStatus_NoProblem.json
Program,3jNkaOXasoc7RsxdchvEVq,Chase & Status,Chase & Status,2019-04-12,Lyrics_ChaseStatus_Program.json
Blessings,6RIJu05yhEIYskbVgxmk3R,Angel,Angel,2019-07-19,Lyrics_Angel_Blessings.json
Hop On,6RIJu05yhEIYskbVgxmk3R,Angel,Angel,2016-06-17,Lyrics_Angel_HopOn.json
Patience,6RIJu05yhEIYskbVgxmk3R,Angel,Angel,2018-06-08,Lyrics_Angel_Patience.json
Rude Boy,6RIJu05yhEIYskbVgxmk3R,Angel,Angel,2016-02-29,Lyrics_Angel_RudeBoy.json
Tongue Song,6RIJu05yhEIYskbVgxmk3R,Angel,Angel,2016-05-31,Lyrics_Angel_TongueSong.json
Back on the Market,0oJM3iJjMdzgsd4z5VHQvw,Professor Green,Professor Green,2016-09-12,Lyrics_ProfessorGreen_BackontheMarket.json
Got It All,0oJM3iJjMdzgsd4z5VHQvw,Professor Green,Professor Green,2019-09-06,Lyrics_ProfessorGreen_GotItAll.json
Home,0oJM3iJjMdzgsd4z5VHQvw,Professor Green,Professor Green,2019-09-06,Lyrics_ProfessorGreen_Home.json
Monster,0oJM3iJjMdzgsd4z5VHQvw,Professor Green,Professor Green,2010-10-01,Lyrics_ProfessorGreen_Monster.json
Read All About It,0oJM3iJjMdzgsd4z5VHQvw,Professor Green,Professor Green,2011-10-23,Lyrics_ProfessorGreen_ReadAllAboutIt.json
Make My Love Go,4pADjHPWyrlAF0FA7joK2H,Jay Sean,Jay Sean,2016-02-05,Lyrics_JaySean_MakeMyLoveGo.json
Ride It,4pADjHPWyrlAF0FA7joK2H,Jay Sean,Jay Sean,2007-10-06,Lyrics_JaySean_RideIt.json
Sex 101,4pADjHPWyrlAF0FA7joK2H,Jay Sean,Jay Sean,2013-07-30,Lyrics_JaySean_Sex101.json
Thinking About You,4pADjHPWyrlAF0FA7joK2H,Jay Sean,Hardwell,2016-10-14,Lyrics_JaySean_ThinkingAboutYou.json
With You,4pADjHPWyrlAF0FA7joK2H,Jay Sean,Jay Sean,2019-03-08,Lyrics_JaySean_WithYou.json
Antenna,374sWpAJsbZckf98df2jJJ,Fuse ODG,Fuse ODG,2013-06-02,Lyrics_FuseODG_Antenna.json
Azonto,374sWpAJsbZckf98df2jJJ,Fuse ODG,Fuse ODG,2013-09-29,Lyrics_FuseODG_Azonto.json
Boa Me,374sWpAJsbZckf98df2jJJ,Fuse ODG,Fuse ODG,2017-11-10,Lyrics_FuseODG_BoaMe.json
Dangerous Love,374sWpAJsbZckf98df2jJJ,Fuse ODG,Fuse ODG,2014-03-17,Lyrics_FuseODG_DangerousLove.json
Feels Like Home,374sWpAJsbZckf98df2jJJ,Fuse ODG,"Sigala, Fuse ODG & Sean Paul",2018-06-13,Lyrics_FuseODG_FeelsLikeHome.json
Break Your Heart,6MF9fzBmfXghAz953czmBC,Taio Cruz,Taio Cruz,2009-09-13,Lyrics_TaioCruz_BreakYourHeart.json
Dynamite,6MF9fzBmfXghAz953czmBC,Taio Cruz,Taio Cruz,2010-06-01,Lyrics_TaioCruz_Dynamite.json
Higher,6MF9fzBmfXghAz953czmBC,Taio Cruz,Taio Cruz,2010-11-10,Lyrics_TaioCruz_Higher.json
Time For You,6MF9fzBmfXghAz953czmBC,Taio Cruz,Taio Cruz,2019-09-06,Lyrics_TaioCruz_TimeForYou.json
Troublemaker,6MF9fzBmfXghAz953czmBC,Taio Cruz,Taio Cruz,2011-12-09,Lyrics_TaioCruz_Troublemaker.json
Battle,1zV9UjTUevjp5VUddqIUUn,Mr Hudson,Riddim Commission,2013-11-11,Lyrics_MrHudson_Battle.json
Supernova,1zV9UjTUevjp5VUddqIUUn,Mr Hudson,Mr. Hudson,2009-07-19,Lyrics_MrHudson_Supernova.json
There Will Be Tears,1zV9UjTUevjp5VUddqIUUn,Mr Hudson,Mr. Hudson,2009-04-09,Lyrics_MrHudson_ThereWillBeTears.json
"Too Late, Too Late",1zV9UjTUevjp5VUddqIUUn,Mr Hudson,Mr Hudson & The Library,2007-02-19,Lyrics_MrHudson_TooLateTooLate.json
Young Forever,1zV9UjTUevjp5VUddqIUUn,Mr Hudson,JAY-Z,2009-09-08,Lyrics_MrHudson_YoungForever.json
Antidote,1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,Swedish House Mafia & Knife Party,2012-01-13,Lyrics_SwedishHouseMafia_Antidote.json
Don’t You Worry Child,1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,Swedish House Mafia,2012-10-22,Lyrics_SwedishHouseMafia_DontYouWorryChild.json
Miami 2 Ibiza,1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,Swedish House Mafia,2010-10-03,Lyrics_SwedishHouseMafia_Miami2Ibiza.json
One (Your Name),1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,Swedish House Mafia,2010-07-22,Lyrics_SwedishHouseMafia_OneYourName.json
Save the World,1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,Swedish House Mafia,2011-05-13,Lyrics_SwedishHouseMafia_SavetheWorld.json
Lay It All on Me,4WN5naL3ofxrVBgFpguzKo,Rudimental,Rudimental,2015-09-24,Lyrics_Rudimental_LayItAllOnMe.json
Sun Comes Up,4WN5naL3ofxrVBgFpguzKo,Rudimental,Rudimental,2017-06-30,Lyrics_Rudimental_SunComesUp.json
These Days,4WN5naL3ofxrVBgFpguzKo,Rudimental,Rudimental,2018-01-18,Lyrics_Rudimental_TheseDays.json
Waiting All Night,4WN5naL3ofxrVBgFpguzKo,Rudimental,Rudimental,2013-04-14,Lyrics_Rudimental_WaitingAllNight.json
Walk Alone,4WN5naL3ofxrVBgFpguzKo,Rudimental,Rudimental,2018-10-26,Lyrics_Rudimental_WalkAlone.json
Got Me,1vaQ6v3pOFxAIrFoPrAcom,Ari Lennox,"Dreamville, Ari Lennox & Omen",2019-06-12,Lyrics_AriLennox_GotMe.json
Night Drive,1vaQ6v3pOFxAIrFoPrAcom,Ari Lennox,Ari Lennox,2016-10-21,Lyrics_AriLennox_NightDrive.json
Self Love,1vaQ6v3pOFxAIrFoPrAcom,Ari Lennox,"Dreamville, Ari Lennox & Bas",2019-07-05,Lyrics_AriLennox_SelfLove.json
Up Late,1vaQ6v3pOFxAIrFoPrAcom,Ari Lennox,Ari Lennox,2019-04-30,Lyrics_AriLennox_UpLate.json
Whipped Cream,1vaQ6v3pOFxAIrFoPrAcom,Ari Lennox,Ari Lennox,2018-07-16,Lyrics_AriLennox_WhippedCream.json
Cat & Mouse,1Naqgo0HMRoumRP0e2MXD9,Tiana Major9,Tiana Major9,2019-01-25,Lyrics_TianaMajor9_CatMouse.json
Collide,1Naqgo0HMRoumRP0e2MXD9,Tiana Major9,Tiana Major9 & EARTHGANG,2019-10-11,Lyrics_TianaMajor9_Collide.json
Levee (Let It Break),1Naqgo0HMRoumRP0e2MXD9,Tiana Major9,Tiana Major9,2017-11-17,Lyrics_TianaMajor9_LeveeLetItBreak.json
Merry Go,1Naqgo0HMRoumRP0e2MXD9,Tiana Major9,Tiana Major9,,Lyrics_TianaMajor9_MerryGo.json
Mr. Mysterious,1Naqgo0HMRoumRP0e2MXD9,Tiana Major9,Tiana Major9,2018-08-03,Lyrics_TianaMajor9_MrMysterious.json
Doo Wop (That Thing),2Mu5NfyYm8n5iTomuKAEHl,Ms. Lauryn Hill,Lauryn Hill,1998-07-07,Lyrics_MsLaurynHill_DooWopThatThing.json
Guarding The Gates,2Mu5NfyYm8n5iTomuKAEHl,Ms. Lauryn Hill,Lauryn Hill,2019-11-15,Lyrics_MsLaurynHill_GuardingTheGates.json
Lost Ones,2Mu5NfyYm8n5iTomuKAEHl,Ms. Lauryn Hill,Lauryn Hill,1998-08-25,Lyrics_MsLaurynHill_LostOnes.json
Nothing Even Matters,2Mu5NfyYm8n5iTomuKAEHl,Ms. Lauryn Hill,Lauryn Hill,1998-08-25,Lyrics_MsLaurynHill_NothingEvenMatters.json
Tell Him,2Mu5NfyYm8n5iTomuKAEHl,Ms. Lauryn Hill,Lauryn Hill,1998-08-25,Lyrics_MsLaurynHill_TellHim.json
Before I Do,6If57j6e3TXXk0HiLcIZca,Sevyn Streeter,Sevyn Streeter,2016-12-02,Lyrics_SevynStreeter_BeforeIDo.json
LA & The Parties,6If57j6e3TXXk0HiLcIZca,Sevyn Streeter,Lost Kings,2019-10-04,Lyrics_SevynStreeter_LATheParties.json
Sex on the Ceiling,6If57j6e3TXXk0HiLcIZca,Sevyn Streeter,Sevyn Streeter,2013-12-03,Lyrics_SevynStreeter_SexontheCeiling.json
Shoulda Been There,6If57j6e3TXXk0HiLcIZca,Sevyn Streeter,Sevyn Streeter,2015-07-17,Lyrics_SevynStreeter_ShouldaBeenThere.json
Yernin,6If57j6e3TXXk0HiLcIZca,Sevyn Streeter,Sevyn Streeter,2018-09-21,Lyrics_SevynStreeter_Yernin.json
Lose My Cool,0tbeZu9lv8YEKSQ9tZSslu,Amber Mark,Amber Mark,2017-03-24,Lyrics_AmberMark_LoseMyCool.json
Love Me Right,0tbeZu9lv8YEKSQ9tZSslu,Amber Mark,Amber Mark,2018-03-02,Lyrics_AmberMark_LoveMeRight.json
Mixer,0tbeZu9lv8YEKSQ9tZSslu,Amber Mark,Amber Mark,2019-04-04,Lyrics_AmberMark_Mixer.json
No Bus,0tbeZu9lv8YEKSQ9tZSslu,Amber Mark,​lophiile,2019-09-25,Lyrics_AmberMark_NoBus.json
What If,0tbeZu9lv8YEKSQ9tZSslu,Amber Mark,Amber Mark,2019-06-07,Lyrics_AmberMark_WhatIf.json
2 On,0NIIxcxNHmOoyBx03SfTCD,Tinashe,Tinashe,2014-01-21,Lyrics_Tinashe_2On.json
Feelings,0NIIxcxNHmOoyBx03SfTCD,Tinashe,Tinashe,2019-11-21,Lyrics_Tinashe_Feelings.json
Link Up,0NIIxcxNHmOoyBx03SfTCD,Tinashe,Tinashe,2019-11-21,Lyrics_Tinashe_LinkUp.json
Save Room for Us,0NIIxcxNHmOoyBx03SfTCD,Tinashe,Tinashe,2019-11-21,Lyrics_Tinashe_SaveRoomforUs.json
Touch & Go,0NIIxcxNHmOoyBx03SfTCD,Tinashe,Tinashe & 6LACK,2019-11-07,Lyrics_Tinashe_TouchGo.json
As I Am,3Y7RZ31TRPVadSFVy1o8os,H.E.R.,H.E.R.,2018-08-03,Lyrics_HER_AsIAm.json
Best Part,3Y7RZ31TRPVadSFVy1o8os,H.E.R.,H.E.R.,2017-10-20,Lyrics_HER_BestPart.json
Could’ve Been,3Y7RZ31TRPVadSFVy1o8os,H.E.R.,H.E.R.,2018-08-03,Lyrics_HER_CouldveBeen.json
Focus,3Y7RZ31TRPVadSFVy1o8os,H.E.R.,H.E.R.,2016-09-08,Lyrics_HER_Focus.json
Hard Place,3Y7RZ31TRPVadSFVy1o8os,H.E.R.,H.E.R.,2018-11-02,Lyrics_HER_HardPlace.json
I Don’t Want Your Money,3Y7RZ31TRPVadSFVy1o8os,H.E.R.,Ed Sheeran,2019-07-12,Lyrics_HER_IDontWantYourMoneyfeatHER.json
Might Be,3Y7RZ31TRPVadSFVy1o8os,H.E.R.,DJ Luke Nasty,2015-09-08,Lyrics_HER_Slide.json
"Violet Stars, Happy Hunting!!!",3Y7RZ31TRPVadSFVy1o8os,H.E.R.,Janelle Monáe,,Lyrics_HER_ThisWay.json
Cleo,6NL31G53xThQXkFs7lDpL5,Rapsody,Rapsody,2019-08-23,Lyrics_Rapsody_Cleo.json
Good Good Love,6NL31G53xThQXkFs7lDpL5,Rapsody,Rapsody,2012-08-28,Lyrics_Rapsody_GoodGoodLove.json
Intimidated,6NL31G53xThQXkFs7lDpL5,Rapsody,Terrace Martin,2019-11-22,Lyrics_Rapsody_Intimidated.json
OooWee,6NL31G53xThQXkFs7lDpL5,Rapsody,Rapsody,2016-11-16,Lyrics_Rapsody_OooWee.json
Oprah,6NL31G53xThQXkFs7lDpL5,Rapsody,Rapsody,2019-08-23,Lyrics_Rapsody_Oprah.json
Halo,6vWDO969PvNqNYHIOW5v0m,Beyoncé,Beyoncé,2009-02-20,Lyrics_Beyonc_Halo.json
Hold Up,6vWDO969PvNqNYHIOW5v0m,Beyoncé,Beyoncé,2016-04-23,Lyrics_Beyonc_HoldUp.json
Irreplaceable,6vWDO969PvNqNYHIOW5v0m,Beyoncé,Beyoncé,2006-10-23,Lyrics_Beyonc_Irreplaceable.json
Perfect Duet,6vWDO969PvNqNYHIOW5v0m,Beyoncé,Ed Sheeran & Beyonce,2017-12-01,Lyrics_Beyonc_PerfectDuet.json
Sorry,6vWDO969PvNqNYHIOW5v0m,Beyoncé,Beyoncé,2016-04-23,Lyrics_Beyonc_Sorry.json
Go Off,6a1696QGUkDJgGuJHwS3zS,Londynn B,Londynn B,2018-06-29,Lyrics_LondynnB_GoOff.json
I Can’t Change,6a1696QGUkDJgGuJHwS3zS,Londynn B,Londynn B,2019-10-16,Lyrics_LondynnB_ICantChange.json
Only One,6a1696QGUkDJgGuJHwS3zS,Londynn B,Londynn B,2019-10-23,Lyrics_LondynnB_OnlyOne.json
Reset,6a1696QGUkDJgGuJHwS3zS,Londynn B,Londynn B,2019-10-07,Lyrics_LondynnB_Reset.json
You Gone Do What (YGDW),6a1696QGUkDJgGuJHwS3zS,Londynn B,Londynn B,2019-10-05,Lyrics_LondynnB_YouGoneDoWhat.json
Body Count (Remix),2cWZOOzeOm4WmBJRnD5R7I,Normani,Jessie Reyez,2018-08-24,Lyrics_Normani_BodyCount.json
Checklist,2cWZOOzeOm4WmBJRnD5R7I,Normani,Normani & Calvin Harris,2018-10-22,Lyrics_Normani_Checklist.json
Love Lies,2cWZOOzeOm4WmBJRnD5R7I,Normani,Khalid & Normani,2018-02-14,Lyrics_Normani_LoveLies.json
Love Lies (Medasin Remix),2cWZOOzeOm4WmBJRnD5R7I,Normani,Khalid & Normani,2018-06-18,Lyrics_Normani_LoveLieswithNormani.json
Motivation,2cWZOOzeOm4WmBJRnD5R7I,Normani,Normani,2019-08-16,Lyrics_Normani_Motivation.json
Sing to You,2cWZOOzeOm4WmBJRnD5R7I,Normani,Normani,,Lyrics_Normani_SingtoYou.json
Slow Down,2cWZOOzeOm4WmBJRnD5R7I,Normani,Normani & Calvin Harris,2018-10-22,Lyrics_Normani_SlowDown.json
So Into You,2cWZOOzeOm4WmBJRnD5R7I,Normani,Normani,2018-09-07,Lyrics_Normani_SoIntoYou.json
Evapora,3zgnrYIltMkgeejmvMCnes,IZA,IZA,2019-11-08,Lyrics_IZA_Evapora.json
I Put a Spell on You,3zgnrYIltMkgeejmvMCnes,IZA,IZA,2017-07-28,Lyrics_IZA_IPutaSpellonYou.json
Nesta Noite o Amor Chegou,3zgnrYIltMkgeejmvMCnes,IZA,"IZA, Ícaro Silva, Ivan Parente & Glauco Marques",2019-07-11,Lyrics_IZA_NestaNoiteoAmorChegou.json
Pesadão,3zgnrYIltMkgeejmvMCnes,IZA,IZA,2017-10-05,Lyrics_IZA_Pesado.json
Rebola,3zgnrYIltMkgeejmvMCnes,IZA,IZA,2018-04-27,Lyrics_IZA_Rebola.json
Papi Pacify,6nB0iY1cjSY1KyhYyuIIKH,FKA twigs,FKA twigs,2013-09-13,Lyrics_FKAtwigs_PapiPacify.json
Pendulum,6nB0iY1cjSY1KyhYyuIIKH,FKA twigs,FKA twigs,2014-08-11,Lyrics_FKAtwigs_Pendulum.json
Two Weeks,6nB0iY1cjSY1KyhYyuIIKH,FKA twigs,FKA twigs,2014-08-11,Lyrics_FKAtwigs_TwoWeeks.json
Video Girl,6nB0iY1cjSY1KyhYyuIIKH,FKA twigs,FKA twigs,2014-08-11,Lyrics_FKAtwigs_VideoGirl.json
Water Me,6nB0iY1cjSY1KyhYyuIIKH,FKA twigs,FKA twigs,2013-08-01,Lyrics_FKAtwigs_WaterMe.json
Get Ur Freak On,2wIVse2owClT7go1WT98tk,Missy Elliott,Missy Elliott,2001-03-06,Lyrics_MissyElliott_GetUrFreakOn.json
Lose Control,2wIVse2owClT7go1WT98tk,Missy Elliott,Missy Elliott,2005-05-27,Lyrics_MissyElliott_LoseControl.json
Tempo,2wIVse2owClT7go1WT98tk,Missy Elliott,Lizzo,2019-03-20,Lyrics_MissyElliott_Tempo.json
Work It,2wIVse2owClT7go1WT98tk,Missy Elliott,Missy Elliott,2002-09-01,Lyrics_MissyElliott_WorkIt.json
WTF (Where They From),2wIVse2owClT7go1WT98tk,Missy Elliott,Missy Elliott,2015-11-12,Lyrics_MissyElliott_WTFWhereTheyFrom.json
3rd Ward Bounce,2gyv1akuIB9fQvXoGSPaJr,Big Freedia,Big Freedia,,Lyrics_BigFreedia_3rdWardBounce.json
Bawdy,2gyv1akuIB9fQvXoGSPaJr,Big Freedia,Dillon Francis & TV Noise,2019-09-18,Lyrics_BigFreedia_Bawdy.json
Karaoke,2gyv1akuIB9fQvXoGSPaJr,Big Freedia,Big Freedia,2018-06-01,Lyrics_BigFreedia_Karaoke.json
Louder,2gyv1akuIB9fQvXoGSPaJr,Big Freedia,Big Freedia,2019-11-20,Lyrics_BigFreedia_Louder.json
Rent,2gyv1akuIB9fQvXoGSPaJr,Big Freedia,Big Freedia,2018-03-30,Lyrics_BigFreedia_Rent.json
Can I,7jZMxhsB8djyIbYmoiJSTs,Kiana Ledé,Kiana Ledé,2019-05-30,Lyrics_KianaLed_CanI.json
EX,7jZMxhsB8djyIbYmoiJSTs,Kiana Ledé,Kiana Ledé,2018-07-13,Lyrics_KianaLed_EX.json
Eyes Off You,7jZMxhsB8djyIbYmoiJSTs,Kiana Ledé,"M-22, Arlissa & Kiana Ledé",2019-11-03,Lyrics_KianaLed_EyesOffYou.json
Title,7jZMxhsB8djyIbYmoiJSTs,Kiana Ledé,Kiana Ledé,2019-08-16,Lyrics_KianaLed_Title.json
Wicked Games,7jZMxhsB8djyIbYmoiJSTs,Kiana Ledé,Kiana Ledé,2018-07-13,Lyrics_KianaLed_WickedGames.json
Ass Like That,63XBtGSEZINSyXylZxEUbv,Victoria Monét,Victoria Monét,2019-10-22,Lyrics_VictoriaMont_AssLikeThat.json
Better Days,63XBtGSEZINSyXylZxEUbv,Victoria Monét,Victoria Monét,2016-07-09,Lyrics_VictoriaMont_BetterDays.json
Do You Like It,63XBtGSEZINSyXylZxEUbv,Victoria Monét,Victoria Monét,2016-07-28,Lyrics_VictoriaMont_DoYouLikeIt.json
Love U Better,63XBtGSEZINSyXylZxEUbv,Victoria Monét,Victoria Monét,2018-09-28,Lyrics_VictoriaMont_LoveUBetter.json
Ready,63XBtGSEZINSyXylZxEUbv,Victoria Monét,Victoria Monét,2017-04-03,Lyrics_VictoriaMont_Ready.json
Addicted,0Ek89uaJyo6NfWK22awFvI,VanJess,VanJess,2018-04-18,Lyrics_VanJess_Addicted.json
Cool Off the Rain,0Ek89uaJyo6NfWK22awFvI,VanJess,VanJess,2019-10-30,Lyrics_VanJess_CoolOfftheRain.json
DYSFUNCTIONAL,0Ek89uaJyo6NfWK22awFvI,VanJess,KAYTRANADA,2019-04-10,Lyrics_VanJess_DYSFUNCTIONAL.json
Heaven,0Ek89uaJyo6NfWK22awFvI,VanJess,IAMNOBODI,2018-09-28,Lyrics_VanJess_Heaven.json
In & Out,0Ek89uaJyo6NfWK22awFvI,VanJess,VanJess,2019-11-07,Lyrics_VanJess_InOut.json
BBC,21C9Dbg9CD3Dv8NaD7iW8e,BbyMutha,​bbymutha,2018-02-10,Lyrics_BbyMutha_BBC.json
Dancing On The Dick,21C9Dbg9CD3Dv8NaD7iW8e,BbyMutha,​bbymutha,2017-07-21,Lyrics_BbyMutha_DancingOnTheDick.json
Heavy Metal,21C9Dbg9CD3Dv8NaD7iW8e,BbyMutha,​bbymutha,2019-02-09,Lyrics_BbyMutha_HeavyMetal.json
Indian Hair,21C9Dbg9CD3Dv8NaD7iW8e,BbyMutha,​bbymutha,2014-09-16,Lyrics_BbyMutha_IndianHair.json
Lately,21C9Dbg9CD3Dv8NaD7iW8e,BbyMutha,​bbymutha,,Lyrics_BbyMutha_Lately.json
Mr. Big Shot,0IeB4swNmNetlaZUgdHqBX,Nicole Bus,Nicole Bus,2019-07-19,Lyrics_NicoleBus_MrBigShot.json
Rain,0IeB4swNmNetlaZUgdHqBX,Nicole Bus,Nicole Bus,2019-10-18,Lyrics_NicoleBus_Rain.json
S.O.S,0IeB4swNmNetlaZUgdHqBX,Nicole Bus,Nicole Bus,2019-10-18,Lyrics_NicoleBus_SOS.json
Unchanging,0IeB4swNmNetlaZUgdHqBX,Nicole Bus,Nicole Bus,2019-10-18,Lyrics_NicoleBus_Unchanging.json
You,0IeB4swNmNetlaZUgdHqBX,Nicole Bus,Nicole Bus,2018-12-07,Lyrics_NicoleBus_You.json
Bet,294lNTPZfdqyzt8qnxmFiL,Mereba,Mereba,2016-09-06,Lyrics_Mereba_Bet.json
Kinfolk,294lNTPZfdqyzt8qnxmFiL,Mereba,Mereba,2019-02-27,Lyrics_Mereba_Kinfolk.json
Planet U,294lNTPZfdqyzt8qnxmFiL,Mereba,Mereba,2018-09-27,Lyrics_Mereba_PlanetU.json
Sandstorm,294lNTPZfdqyzt8qnxmFiL,Mereba,Mereba,2019-02-25,Lyrics_Mereba_Sandstorm.json
Stay Tru,294lNTPZfdqyzt8qnxmFiL,Mereba,Mereba,2019-02-27,Lyrics_Mereba_StayTru.json
I Love You,02ZtVIjKL1PYLlMmP1sz0h,Layton Greene,Layton Greene,2019-08-23,Lyrics_LaytonGreene_ILoveYou.json
Kool Kid,02ZtVIjKL1PYLlMmP1sz0h,Layton Greene,Layton Greene,2018-08-10,Lyrics_LaytonGreene_KoolKid.json
Myself,02ZtVIjKL1PYLlMmP1sz0h,Layton Greene,Layton Greene,2018-05-11,Lyrics_LaytonGreene_Myself.json
Never Knew,02ZtVIjKL1PYLlMmP1sz0h,Layton Greene,Layton Greene,2019-09-27,Lyrics_LaytonGreene_NeverKnew.json
Roll In Peace,02ZtVIjKL1PYLlMmP1sz0h,Layton Greene,Layton Greene,2018-10-12,Lyrics_LaytonGreene_RollInPeace.json
August 5th,6Z4JcgqrqgysyHIPRtDIHo,Baby Rose,Baby Rose,2019-11-13,Lyrics_BabyRose_August5th.json
Borderline,6Z4JcgqrqgysyHIPRtDIHo,Baby Rose,Baby Rose,2019-05-02,Lyrics_BabyRose_Borderline.json
In Your Arms,6Z4JcgqrqgysyHIPRtDIHo,Baby Rose,Baby Rose,2019-08-23,Lyrics_BabyRose_InYourArms.json
Pressure,6Z4JcgqrqgysyHIPRtDIHo,Baby Rose,Baby Rose,2019-08-23,Lyrics_BabyRose_Pressure.json
Sold Out,6Z4JcgqrqgysyHIPRtDIHo,Baby Rose,Baby Rose,2019-05-02,Lyrics_BabyRose_SoldOut.json
ICY GRL,6cK3NBO6uP7hh0oyuVELFl,Saweetie,Saweetie,2017-05-25,Lyrics_Saweetie_ICYGRL.json
My Type,6cK3NBO6uP7hh0oyuVELFl,Saweetie,Saweetie,2019-03-29,Lyrics_Saweetie_MyType.json
Pissed,6cK3NBO6uP7hh0oyuVELFl,Saweetie,Saweetie,2018-11-30,Lyrics_Saweetie_Pissed.json
Tip Toes,6cK3NBO6uP7hh0oyuVELFl,Saweetie,Saweetie,2019-03-29,Lyrics_Saweetie_TipToes.json
Up Now,6cK3NBO6uP7hh0oyuVELFl,Saweetie,Saweetie & London On Da Track,2018-08-22,Lyrics_Saweetie_UpNow.json
Bodak Yellow,4kYSro6naA4h99UJvo89HB,Cardi B,Cardi B,2017-06-16,Lyrics_CardiB_BodakYellow.json
I Like It,4kYSro6naA4h99UJvo89HB,Cardi B,"Cardi B, Bad Bunny & J Balvin",2018-04-06,Lyrics_CardiB_ILikeIt.json
Money,4kYSro6naA4h99UJvo89HB,Cardi B,Cardi B,2018-10-22,Lyrics_CardiB_Money.json
Press,4kYSro6naA4h99UJvo89HB,Cardi B,Cardi B,2019-05-31,Lyrics_CardiB_Press.json
YES,4kYSro6naA4h99UJvo89HB,Cardi B,Fat Joe & Dre,2019-09-06,Lyrics_CardiB_YES.json
Bankrupt,32DuKytBMZn90iqyh2HEdc,Cuban Doll,Cuban Doll,2017-12-08,Lyrics_CubanDoll_Bankrupt.json
Drug Dealer,32DuKytBMZn90iqyh2HEdc,Cuban Doll,Cuban Doll,2018-06-29,Lyrics_CubanDoll_DrugDealer.json
My Ex,32DuKytBMZn90iqyh2HEdc,Cuban Doll,Cuban Doll,2019-10-25,Lyrics_CubanDoll_MyEx.json
